event,round,player,playerId,teamId,hole,shot,shotDistance_yds,distanceToPin_yds,shotDistance_m,distanceToPin_m,lieAfterShot,lieAfterShotCode,lieBeforeShot,lieBeforeShotCode,ballHoled,eventType,holeScore,timestamp,isProvisional,isBallDrop,x,z,seqNum,commentary,source
amgen-irish-open-2026,2,Laurie Canter,840,45,6,3,3.2,0.3,2.94,0.24,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T09:47:35.000Z,False,False,466858.3205921142,5845633.051842262,99,"Canter missed a nine-footer for birdie, leaving ten inches for par.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,6,4,0.3,,0.24,,,,,,True,BallHoled,Par,2026-09-11T09:47:49.000Z,False,False,466858.10111130774,5845633.154437901,102,Canter taps in from ten inches to save par on the sixth.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,7,1,227.6,11.4,208.12,10.46,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T09:53:27.000Z,False,False,466930.37562777376,5845799.490730828,108,"Canter (T80) finds the green from 225 yards, leaving a 34-foot putt on the seventh.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,7,2,11.5,0.2,10.53,0.15,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T09:59:27.000Z,False,False,466927.5180330721,5845789.356202025,112,"Canter missed a 34-footer for birdie, leaving six inches for par.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,7,3,0.2,,0.15,,,,,,True,BallHoled,Par,2026-09-11T09:59:29.000Z,False,False,466927.4181539053,5845789.463519978,115,Canter taps in from six inches to save par on the seventh.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,8,1,298.9,276.2,273.27,252.56,Fairway,OFW,,,False,DetailedLie,,2026-09-11T10:08:37.000Z,False,False,466902.02946912084,5846123.641864979,288,"Canter (T71) finds the fairway with a 298-yard drive, leaving 276 yards to the hole on the par-five eighth.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,8,2,256.3,24.6,234.35,22.52,,OGS,,,False,DetailedLie,,2026-09-11T12:24:06.000Z,False,False,466743.72749681195,5846296.660774314,292,"Canter's approach from 276 yards finds a greenside bunker, leaving 24 yards to the hole on the par-five eighth.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,8,3,14.2,11.0,12.96,10.08,Green,OGR,,OGS,False,DetailedLie,,2026-09-11T10:17:27.000Z,False,False,466745.09960968175,5846309.546677876,296,"Canter's bunker shot from 24 yards leaves a 33-foot putt, losing 0.41 strokes *around the green*.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,8,4,11.0,0.2,10.08,0.15,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T10:18:52.000Z,False,False,466742.00943461386,5846319.143746509,300,"Canter missed a 33-footer for birdie, leaving six inches for par.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,8,5,0.2,,0.15,,,,,,True,BallHoled,Par,2026-09-11T10:18:55.000Z,False,False,466741.8702928879,5846319.094578679,303,Canter taps in from six inches to complete the par on the eighth.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,9,1,163.2,10.2,149.23,9.29,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T10:24:52.000Z,False,False,466664.6427501832,5846388.906126909,142,"Canter (T83) finds the green from 164 yards, leaving a 30-foot putt on the ninth.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,9,2,9.9,0.3,9.02,0.27,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T10:28:41.000Z,False,False,466656.33847181004,5846385.3547001295,146,"Canter missed a 30-footer for birdie, leaving 11 inches for par on the ninth.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,9,3,0.3,,0.27,,,,,,True,BallHoled,Par,2026-09-11T10:28:48.000Z,False,False,466656.0771589251,5846385.277523787,149,Canter taps in from eleven inches to save par on the ninth.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,10,1,335.1,257.4,306.43,235.32,Fairway,OFW,,,False,DetailedLie,,2026-09-11T10:36:22.000Z,False,False,466887.14181737707,5846320.865157801,155,"Canter (T81) finds the fairway with a 335-yard drive, leaving 257 yards to the hole on the par-five tenth.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,10,2,213.6,46.0,195.36,42.07,Intermediate Rough,OIR,,,False,DetailedLie,,2026-09-11T10:44:48.000Z,False,False,467080.2375768286,5846288.819778208,159,"Canter's approach from the fairway finds the intermediate rough, leaving 46 yards to the hole on the par-five tenth.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,10,3,48.5,2.8,44.34,2.54,Green,OGR,Intermediate Rough,OIR,False,DetailedLie,,2026-09-11T10:47:58.000Z,False,False,467124.1114936354,5846295.814000887,163,"Canter finds the green from the intermediate rough, leaving an eight-foot putt for birdie.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,10,4,2.9,0.2,2.62,0.22,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T10:53:09.000Z,False,False,467121.66910087544,5846296.781600981,167,"Canter missed an eight-footer for birdie, leaving nine inches for par and losing 0.46 strokes *putting*.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,10,5,0.2,,0.22,,,,,,True,BallHoled,Par,2026-09-11T10:53:11.000Z,False,False,467121.67330758634,5846296.557711149,170,Canter taps in from nine inches to save par on the tenth.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,11,1,151.3,27.6,138.36,25.26,Fairway,OFW,,,False,DetailedLie,,2026-09-11T11:04:34.000Z,False,False,467031.8699714315,5846179.775728149,178,"Canter (T83) misses the green on the par-three 11th, his approach settling in the fairway 27 yards from the hole.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,11,2,27.7,0.2,25.3,0.17,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T11:05:27.000Z,False,False,467030.9291855381,5846154.504363046,183,"Canter chips from the fairway to seven inches, leaving a tap-in for par and gaining 0.55 strokes *around the green*.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,11,3,0.2,,0.17,,,,,,True,BallHoled,Par,2026-09-11T11:05:42.000Z,False,False,467030.7681988018,5846154.553319719,186,Canter taps in from seven inches to save par on the 11th.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,12,1,274.7,140.1,251.22,128.09,Rough,ORO,,,False,DetailedLie,,2026-09-11T11:14:58.000Z,False,False,467057.86047320697,5845885.702414532,193,"Canter (T86) finds the rough with a 274-yard drive, leaving 140 yards to the hole.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,12,2,141.8,1.7,129.63,1.55,Green,OGR,Rough,ORO,False,DetailedLie,,2026-09-11T11:18:43.000Z,False,False,467094.64948524215,5845761.441971811,197,"Canter finds the green from the rough, leaving a five-foot putt for birdie and gaining 0.87 strokes *approach*.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,12,3,2.1,0.4,1.89,0.34,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T11:21:35.000Z,False,False,467094.34537723113,5845763.308859602,201,"Canter missed a five-footer for birdie, leaving 13 inches for par and losing 0.76 strokes *putting*.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,12,4,0.4,,0.34,,,,,,True,BallHoled,Par,2026-09-11T11:21:43.000Z,False,False,467094.4131841324,5845762.976241406,204,Canter taps in from 13 inches to save par on the 12th.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,13,1,305.0,124.4,278.91,113.71,Fairway,OFW,,,False,DetailedLie,,2026-09-11T11:30:00.000Z,False,False,466921.4397950404,5845441.719153082,211,"Canter (T86) finds the fairway with a 305-yard drive, leaving 124 yards to the hole.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,13,2,113.8,10.7,104.06,9.75,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T11:34:05.000Z,False,False,466828.65042932547,5845394.286066501,216,"Canter finds the green from 124 yards, leaving a 32-foot putt remaining on the par four.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,13,3,10.8,0.2,9.84,0.17,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T11:36:10.000Z,False,False,466819.26781413594,5845391.273190069,220,"Canter missed a 32-footer for birdie, leaving seven inches for par.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,13,4,0.2,,0.17,,,,,,True,BallHoled,Par,2026-09-11T11:36:11.000Z,False,False,466819.3968493,5845391.1564019155,223,Canter taps in from seven inches to save par on the 13th.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,14,1,124.3,15.6,113.63,14.26,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T11:46:27.000Z,False,False,466739.67496954685,5845208.505051709,229,"Canter (T84) finds the green from 138 yards, leaving 47 feet for birdie on the par-three 14th.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,14,2,14.7,1.0,13.44,0.87,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T11:47:57.000Z,False,False,466734.76951864915,5845195.997681932,233,"Canter missed a 47-footer for birdie, leaving three feet for par.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,14,3,1.0,,0.87,,,,,,True,BallHoled,Par,2026-09-11T11:49:51.000Z,False,False,466734.2052330818,5845195.3350802725,236,Canter rolls in a three-footer to save par on the 14th.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,15,1,248.4,131.2,227.14,119.99,Rough,ORO,,,False,DetailedLie,,2026-09-11T11:55:57.000Z,False,False,466760.27186390216,5845035.671773393,242,"Canter (T84) finds the rough with a 248-yard drive, leaving 131 yards to the hole.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,15,2,128.6,2.7,117.56,2.47,Green,OGR,Rough,ORO,False,DetailedLie,,2026-09-11T12:01:33.000Z,False,False,466684.08787960035,5844946.057289569,246,"Canter finds the green from the rough, leaving an eight-foot putt for birdie and gaining 0.69 strokes *approach*.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,15,3,2.7,,2.47,,,,,,True,BallHoled,Birdie,2026-09-11T12:04:43.000Z,False,False,466682.2033501005,5844944.462677739,249,"Canter rolls in an eight-footer for birdie, gaining 0.57 strokes *putting* and recording the best putt on the hole.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,16,1,204.4,3.8,186.93,3.45,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T12:12:09.000Z,False,False,466745.4244844514,5844717.913778957,267,"Canter (T71) finds the green from 200 yards, leaving an 11-foot putt for birdie and gaining 0.50 strokes *approach*.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,16,2,4.0,0.2,3.61,0.19,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T12:16:00.000Z,False,False,466742.5541761749,5844720.115273817,271,"Canter missed an 11-footer for birdie, leaving eight inches for par.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,16,3,0.2,,0.19,,,,,,True,BallHoled,Par,2026-09-11T12:16:25.000Z,False,False,466742.7464493413,5844720.0952300895,275,Canter taps in from eight inches to save par on the 16th.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,17,1,270.0,125.9,246.88,115.09,Fairway,OFW,,,False,DetailedLie,,2026-09-11T12:22:09.000Z,False,False,466567.0753956067,5844427.88936838,281,"Canter (T71) finds the fairway with a 269-yard drive, leaving 125 yards to the hole.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,17,2,130.5,5.1,119.34,4.62,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T12:27:03.000Z,False,False,466452.3211918713,5844394.3396105,309,"Canter finds the green from 126 yards, leaving 15 feet remaining on the 17th.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,17,3,4.7,0.3,4.31,0.31,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T12:31:09.000Z,False,False,466456.6121181657,5844393.834453602,313,"Canter missed a 15-footer for birdie, leaving a 12-inch putt for par on the 17th.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,17,4,0.3,,0.31,,,,,,True,BallHoled,Par,2026-09-11T12:31:12.000Z,False,False,466456.9235429319,5844393.826724038,316,Canter taps in from twelve inches to save par on the 17th.,feed
amgen-irish-open-2026,2,Laurie Canter,840,45,18,1,283.2,153.9,258.97,140.77,Fairway,OFW,,,False,DetailedLie,,2026-09-11T12:36:57.000Z,False,False,466205.3234720283,5844287.238722715,322,"Canter (T71) finds the fairway with a 283-yard drive, leaving 154 yards to the hole on the 18th.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,18,2,159.3,8.2,145.63,7.46,Fairway,OFW,,,False,DetailedLie,,2026-09-11T12:48:02.000Z,False,False,466059.64192387904,5844278.864780274,326,"Canter's approach from 154 yards finds the fairway, leaving eight yards to the hole.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,18,3,7.2,1.0,6.62,0.89,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T12:52:36.000Z,False,False,466064.14585680474,5844274.012742113,330,"Canter chips from the fairway to three feet, leaving a short putt for par on the 18th.",feed
amgen-irish-open-2026,2,Laurie Canter,840,45,18,4,1.0,,0.89,,,,,,True,BallHoled,Par,2026-09-11T12:54:30.000Z,False,False,466064.9386944241,5844273.604553167,333,"Canter rolls in a three-footer to save par on the 18th, closing his second round at two under.",feed
