event,round,player,playerId,teamId,hole,shot,shotDistance_yds,distanceToPin_yds,shotDistance_m,distanceToPin_m,lieAfterShot,lieAfterShotCode,lieBeforeShot,lieBeforeShotCode,ballHoled,eventType,holeScore,timestamp,isProvisional,isBallDrop,x,z,seqNum,commentary,source,note
fedex-open-de-france-2026,2,Cam Smith,3968,46,7,2,180.3,3.3,164.82,3.04,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T11:34:13.000Z,False,False,432877.7673377152,5400314.344485741,294,Smith's approach from the fairway leaves him about ten feet for birdie on the seventh.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,7,3,3.5,0.2,3.17,0.21,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T11:38:10.000Z,False,False,432879.8086223269,5400311.915838007,298,"Smith missed a ten-footer for birdie, leaving eight inches for par on the seventh.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,7,4,0.2,,0.21,,,,,,True,BallHoled,Par,2026-09-25T11:38:18.000Z,False,False,432879.84930603637,5400312.124917559,301,Smith holed his putt for par on the seventh.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,8,1,184.0,12.6,168.23,11.53,Fairway,OFW,,,False,DetailedLie,,2026-09-25T11:48:11.000Z,False,False,432826.27402972925,5400438.7960290285,307,"Cam Smith (T125) misses the green with an approach shot, leaving 12 yards to the hole from the fairway on hole eight.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,8,2,14.0,1.4,12.78,1.31,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T11:49:51.000Z,False,False,432814.39589879545,5400443.560507226,311,"Smith chipped from the fairway to four feet, leaving a par opportunity on the eighth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,8,3,1.4,,1.31,,,,,,True,BallHoled,Par,2026-09-25T11:51:54.000Z,False,False,432815.6968481588,5400443.420648464,314,Smith holed a four-foot putt for par on the eighth.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,9,1,300.7,287.5,274.94,262.88,Fairway,OFW,,,False,DetailedLie,,2026-09-25T12:09:22.000Z,False,False,432523.79572083947,5400369.887083966,320,"Cam Smith (T124) finds the fairway with a 300-yard drive, leaving 287 yards to the hole on the ninth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,9,2,278.8,18.4,254.97,16.84,Rough,ORO,,,False,DetailedLie,,2026-09-25T12:15:32.000Z,False,False,432269.9789870058,5400398.530187265,324,"Smith's approach from the fairway finds the rough, leaving eighteen yards to the hole.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,9,3,22.3,4.1,20.35,3.74,Green,OGR,Rough,ORO,False,DetailedLie,,2026-09-25T12:19:29.000Z,False,False,432264.3801211047,5400418.073707667,328,"Smith chips from the rough to twelve feet, leaving a birdie opportunity on the ninth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,9,4,4.1,,3.74,,,,,,True,BallHoled,Birdie,2026-09-25T12:20:00.000Z,False,False,432264.23480530607,5400414.342407386,331,"Smith holed a 12-foot putt for birdie, gaining 0.71 strokes *putting*.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,10,1,252.1,129.2,230.51,118.16,Rough,ORO,,,False,DetailedLie,,2026-09-25T07:13:24.000Z,False,False,432474.3454459771,5400328.353843209,6,"Cam Smith (T98) finds the fairway with a 252-yard drive, leaving 142 yards to the hole, losing 0.82 strokes *off the tee*.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,10,2,,142.0,,129.88,Fairway,OFW,,,False,Penalty,,2026-09-25T07:15:30.000Z,False,True,432462.85936708504,5400325.258793312,8,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,10,3,134.5,14.1,122.99,12.87,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T07:25:00.000Z,False,False,432583.7220172706,5400349.111901529,12,"Smith's approach from the fairway finds the green, leaving 42 feet for par.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,10,4,15.0,1.3,13.72,1.14,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T07:27:10.000Z,False,False,432592.14423920296,5400338.27555349,17,"Smith missed a 42-foot putt for par, leaving a four-foot putt for bogey on the tenth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,10,5,1.3,,1.14,,,,,,True,BallHoled,Bogey,2026-09-25T07:29:48.000Z,False,False,432592.1947018462,5400339.416804641,20,Smith holed a four-foot putt for bogey on the tenth.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,11,1,173.8,8.2,158.91,7.49,Green,OGR,,OBU,False,DetailedLie,,2026-09-25T07:37:01.000Z,False,False,432792.1338108101,5400366.558182963,26,"Smith (T115) finds the green with an approach shot, leaving 24 feet for his birdie putt on the 11th.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,11,2,8.0,0.3,7.29,0.24,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T07:38:00.000Z,False,False,432797.7343191106,5400361.887617785,30,"Smith missed a 25-foot putt for birdie, leaving about nine inches for par.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,11,3,0.3,,0.24,,,,,,True,BallHoled,Par,2026-09-25T07:38:03.000Z,False,False,432798.9863987913,5400361.787810342,33,Smith holed the putt on the 11th for par.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,12,1,272.2,176.2,248.92,161.16,Fairway,OFW,,,False,DetailedLie,,2026-09-25T07:47:27.000Z,False,False,432495.6464465902,5400207.645375895,39,"Cam Smith (T115) finds the fairway with a 272-yard drive, leaving 176 yards to the hole on the 12th.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,12,2,172.1,12.3,157.34,11.23,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T07:53:38.000Z,False,False,432338.331732187,5400217.445683705,43,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,12,3,12.0,0.3,11.01,0.24,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T07:54:14.000Z,False,False,432335.65069910843,5400228.11055338,47,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,12,4,0.3,,0.24,,,,,,True,BallHoled,Par,2026-09-25T07:54:18.000Z,False,False,432335.52893750387,5400228.311511809,50,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,13,1,278.3,142.9,254.44,130.65,Fairway,OFW,,,False,DetailedLie,,2026-09-25T08:04:46.000Z,False,False,432547.1848300559,5399944.576701348,56,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,13,2,141.6,4.0,129.51,3.68,Fairway,OFW,,,False,DetailedLie,,2026-09-25T08:08:30.000Z,False,False,432527.1092541164,5399816.77225518,60,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,13,3,4.0,,3.68,,,,,,True,BallHoled,Birdie,2026-09-25T08:08:38.000Z,False,False,432523.4607611635,5399816.238420465,63,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,14,1,302.1,234.2,276.28,214.13,Fairway,OFW,,,False,DetailedLie,,2026-09-25T08:21:07.000Z,True,False,432318.6774019988,5399933.588124722,74,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,14,1,273.1,276.3,249.7,252.68,Native Area,ONA,,,False,DetailedLie,,2026-09-25T08:21:07.000Z,True,False,432356.49079683685,5399925.033542669,69,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,14,2,53.5,222.8,48.91,203.77,Fairway,OFW,,,False,DetailedLie,,2026-09-25T08:28:05.000Z,False,False,432309.6261793276,5399939.2979488885,79,Smith's approach from the fairway leaves 222 yards to the hole on the 14th.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,14,3,209.8,17.1,191.87,15.63,,OGS,,,False,DetailedLie,,2026-09-25T08:31:27.000Z,False,False,432123.6168934452,5399987.610488137,83,"Smith's approach finds the green from the fairway, leaving 44 feet for his birdie attempt on the par five.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,14,4,17.2,0.4,15.76,0.37,Green,OGR,,OGS,False,DetailedLie,,2026-09-25T08:32:56.000Z,False,False,432115.1880804071,5400000.926361543,87,"Smith plays a bunker shot from 17 yards to inside three feet, gaining 0.44 strokes *around the green* for a par opportunity.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,14,5,0.4,,0.37,,,,,,True,BallHoled,Par,2026-09-25T08:36:27.000Z,False,False,432114.96753066813,5400000.62403681,90,Smith holed a short putt from 15 inches for par on the 14th.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,15,1,243.0,164.6,222.18,150.48,Fairway,OFW,,,False,DetailedLie,,2026-09-25T08:44:06.000Z,False,False,431937.17422906554,5400271.3124868125,96,"Cam Smith (T95) finds the fairway with a 242-yard drive, leaving 164 yards to the hole on the 15th.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,15,2,160.0,4.9,146.32,4.48,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T08:48:36.000Z,False,False,432000.0148930109,5400403.357575987,100,"Smith's approach from the fairway finds the green, leaving a fifteen-foot birdie opportunity.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,15,3,5.2,0.4,4.8,0.38,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T08:53:06.000Z,False,False,432003.7000388489,5400406.43455891,104,"Smith missed a 15-foot putt for birdie, leaving about 15 inches for par.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,15,4,0.4,,0.38,,,,,,True,BallHoled,Par,2026-09-25T08:53:13.000Z,False,False,432003.32337259327,5400406.3738021245,107,Smith holed a short putt from about one foot for par on the 15th.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,16,1,167.2,30.7,152.88,28.06,Water,OWA,,,False,DetailedLie,,2026-09-25T08:59:16.000Z,False,False,431950.8396901,5400517.641533855,180,"Cam Smith (T132) leaves an approach shot 109 feet from the hole, losing 2.25 strokes *approach*.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,16,2,,109.0,,99.63,,OTH,,,False,Penalty,,2026-09-25T08:59:25.000Z,False,True,431932.55910880206,5400440.165340372,182,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,16,3,97.7,12.5,89.35,11.39,Green,OGR,,OTH,False,DetailedLie,,2026-09-25T09:01:01.000Z,False,False,431938.0412257781,5400529.249593939,186,"Smith's approach finds the green, leaving a 37-foot putt for bogey, gaining 0.51 strokes *approach*.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,16,4,13.3,1.2,12.14,1.06,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T09:53:39.000Z,False,False,431932.4758351449,5400540.0302340565,190,"Smith missed a 37-foot putt for bogey, leaving three feet for double bogey on the 16th.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,16,5,1.2,,1.06,,,,,,True,BallHoled,DoubleBogeyOrWorse,2026-09-25T09:05:51.000Z,False,False,431933.4758855773,5400539.678926952,193,Smith holed a three-footer for double bogey on the par three 16th.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,17,1,279.8,204.7,255.87,187.2,Fairway,OFW,,,False,DetailedLie,,2026-09-25T09:14:44.000Z,False,False,431846.2860526688,5400254.65647404,133,"Cam Smith (T124) finds the fairway with a 279-yard drive, leaving 204 yards to the hole on 17th.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,17,2,201.0,16.3,183.81,14.86,Rough,ORO,,,False,DetailedLie,,2026-09-25T09:22:04.000Z,False,False,431886.21730512765,5400075.412420734,137,"Smith's approach from the fairway finds the rough, leaving 16 yards to the hole, losing 0.43 strokes *approach*.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,17,3,16.2,0.4,14.85,0.41,Green,OGR,Rough,ORO,False,DetailedLie,,2026-09-25T09:22:43.000Z,False,False,431872.4084544147,5400069.886705823,141,Smith chipped from the rough to inside three feet for par on 17.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,17,4,0.4,,0.41,,,,,,True,BallHoled,Par,2026-09-25T09:23:01.000Z,False,False,431872.55741482734,5400069.509964767,144,Smith holed a short putt from 16 inches for par on the 17th.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,18,1,286.9,169.8,262.3,155.26,Fairway,OFW,,,False,DetailedLie,,2026-09-25T09:33:15.000Z,False,False,432011.86300464126,5400273.322085953,150,"Cam Smith (T124) finds the fairway with a 286-yard drive, leaving 169 yards to the hole on 18th.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,18,2,147.8,22.2,135.12,20.3,Water,OWA,,,False,DetailedLie,,2026-09-25T09:37:21.000Z,False,False,432051.99445095676,5400402.223518496,155,"Smith's approach from the fairway leaves 103 yards to the hole, losing 1.77 strokes *approach*.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,18,3,,103.2,,94.35,Fairway,OFW,,,False,Penalty,,2026-09-25T09:37:24.000Z,False,True,432037.57026576967,5400329.657718258,157,,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,18,4,98.5,6.7,90.06,6.13,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T09:40:06.000Z,False,False,432050.32127760013,5400418.7097435575,161,"Smith's approach from the fairway finds the green, leaving twenty feet for bogey.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,18,5,6.7,0.2,6.13,0.15,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T09:42:17.000Z,False,False,432055.27009921847,5400422.339861711,165,"Smith missed a 20-foot putt for bogey, leaving about six inches for double bogey on the 18th.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,18,6,0.2,,0.15,,,,,,True,BallHoled,DoubleBogeyOrWorse,2026-09-25T09:42:21.000Z,False,False,432055.3594177427,5400422.217753955,168,Smith holed a short putt on the 18th for double bogey.,feed,
